0.000000000,0.000024909
1.000000000,0.000809766
2.000000000,0.001119654
3.000000000,0.001165513
4.000000000,0.001631736
5.000000000,0.001780836
6.000000000,0.002322259
7.000000000,0.002506382
8.000000000,0.002666764
9.000000000,0.003315198
10.000000000,0.003304644
11.000000000,0.004360939
12.000000000,0.004652373
13.000000000,0.004743784
14.000000000,0.005159474
15.000000000,0.006076093
16.000000000,0.006300358
17.000000000,0.006655984
18.000000000,0.007024289
19.000000000,0.007124628
20.000000000,0.007623913
21.000000000,0.007738864
22.000000000,0.007491287
23.000000000,0.007599186
24.000000000,0.007664087
25.000000000,0.007493277
26.000000000,0.007633508
27.000000000,0.007206627
28.000000000,0.007181508
29.000000000,0.006618623
30.000000000,0.006243763
31.000000000,0.006061611
32.000000000,0.005814299
33.000000000,0.005424055
34.000000000,0.049295951
35.000000000,0.051918285
36.000000000,0.053525816
37.000000000,0.053624112
38.000000000,0.053359504
39.000000000,0.054049745
40.000000000,0.053906061
41.000000000,0.053886734
42.000000000,0.053977838
43.000000000,0.054071719
44.000000000,0.054335804
45.000000000,0.054343085
46.000000000,0.054549454
47.000000000,0.054468876
48.000000000,0.054668080
49.000000000,0.054927723
50.000000000,0.054847189
51.000000000,0.054743234
52.000000000,0.054939940
53.000000000,0.054959415
54.000000000,0.054952069
55.000000000,0.054918329
56.000000000,0.054918242
57.000000000,0.055247543
58.000000000,0.055088013
59.000000000,0.054772379
60.000000000,0.054694558
61.000000000,0.054673080
62.000000000,0.054461110
63.000000000,0.053905755
64.000000000,0.054052272
65.000000000,0.054158806
66.000000000,0.054292569
67.000000000,0.054597027
68.000000000,0.054413792
69.000000000,0.054639003
70.000000000,0.054792796
71.000000000,0.054889437
72.000000000,0.054859769
73.000000000,0.055037301
74.000000000,0.055019939
75.000000000,0.055129596
76.000000000,0.055245514
77.000000000,0.055114898
78.000000000,0.054993694
79.000000000,0.055123763
80.000000000,0.055302469
81.000000000,0.055349370
82.000000000,0.055446777
83.000000000,0.053554743
84.000000000,0.053344836
85.000000000,0.053505480
86.000000000,0.053829548
87.000000000,0.053627707
88.000000000,0.053899474
89.000000000,0.054058050
90.000000000,0.054181684
91.000000000,0.054665453
92.000000000,0.054942665
93.000000000,0.055102528
94.000000000,0.055372645
95.000000000,0.056036571
96.000000000,0.056425227
97.000000000,0.056599378
98.000000000,0.057174291
99.000000000,0.057199989
100.000000000,0.057653991
101.000000000,0.057971127
102.000000000,0.058411551
103.000000000,0.058370787
104.000000000,0.058609625
105.000000000,0.058886969
106.000000000,0.059275966
107.000000000,0.059589604
108.000000000,0.060182907
109.000000000,0.062581957
110.000000000,0.062620824
111.000000000,0.062543851
112.000000000,0.062776491
113.000000000,0.062677715
114.000000000,0.061854807
115.000000000,0.061830293
116.000000000,0.061124337
117.000000000,0.060748283
118.000000000,0.060015006
119.000000000,0.059361606
120.000000000,0.058547665
121.000000000,0.058145307
122.000000000,0.057276793
123.000000000,0.056918859
124.000000000,0.062610521
125.000000000,0.062232983
126.000000000,0.062186688
127.000000000,0.062441661
128.000000000,0.062368607
129.000000000,0.062474959
130.000000000,0.062461978
131.000000000,0.062665335
132.000000000,0.062559329
133.000000000,0.062516023
134.000000000,0.062738036
135.000000000,0.062695974
136.000000000,0.062345766
137.000000000,0.062663419
138.000000000,0.062798093
139.000000000,0.062834562
140.000000000,0.062326934
141.000000000,0.062530926
142.000000000,0.062325818
143.000000000,0.062623423
144.000000000,0.062503366
145.000000000,0.062597005
146.000000000,0.062511996
147.000000000,0.062375044
148.000000000,0.062687615
149.000000000,0.062769838
150.000000000,0.062489832
151.000000000,0.062897581
152.000000000,0.062587161
153.000000000,0.062672113
154.000000000,0.062725299
155.000000000,0.062514039
156.000000000,0.062490221
157.000000000,0.062736468
158.000000000,0.062585448
159.000000000,0.062501234
160.000000000,0.062579345
161.000000000,0.062603764
162.000000000,0.062442050
163.000000000,0.062540831
164.000000000,0.062603401
165.000000000,0.062543021
166.000000000,0.062727117
167.000000000,0.062723923
168.000000000,0.062574028
169.000000000,0.062838120
170.000000000,0.062487302
171.000000000,0.062653645
172.000000000,0.062801412
173.000000000,0.063049071
174.000000000,0.062786094
175.000000000,0.062657231
176.000000000,0.062564145
177.000000000,0.062650946
178.000000000,0.062561288
179.000000000,0.062636348
180.000000000,0.062791721
181.000000000,0.062812431
182.000000000,0.062904561
183.000000000,0.063077361
184.000000000,0.063042288
185.000000000,0.063201059
186.000000000,0.063273205
187.000000000,0.063751368
188.000000000,0.063368784
189.000000000,0.063667988
190.000000000,0.063831984
191.000000000,0.064674550
192.000000000,0.064554402
193.000000000,0.064865885
194.000000000,0.064993100
195.000000000,0.064907655
196.000000000,0.065117438
197.000000000,0.065418517
198.000000000,0.065432766
199.000000000,0.065478699
200.000000000,0.065696111
201.000000000,0.065722358
202.000000000,0.065989790
203.000000000,0.066255736
204.000000000,0.066358723
205.000000000,0.066578782
206.000000000,0.066399496
207.000000000,0.066932270
208.000000000,0.064353079
209.000000000,0.064533636
210.000000000,0.064290262
211.000000000,0.064485993
212.000000000,0.065020841
213.000000000,0.065111996
214.000000000,0.065120774
215.000000000,0.065238057
216.000000000,0.065358347
217.000000000,0.065795483
218.000000000,0.065653971
219.000000000,0.065810064
220.000000000,0.065911384
221.000000000,0.066454538
222.000000000,0.064676818
223.000000000,0.064708375
224.000000000,0.064706806
225.000000000,0.064816483
226.000000000,0.064826003
227.000000000,0.066018940
228.000000000,0.066142930
229.000000000,0.066304578
230.000000000,0.066423196
231.000000000,0.066237661
232.000000000,0.066325457
233.000000000,0.066512612
234.000000000,0.066373178
235.000000000,0.066983019
236.000000000,0.067039843
237.000000000,0.067091540
238.000000000,0.068729565
239.000000000,0.069365019
240.000000000,0.069489504
241.000000000,0.069954691
242.000000000,0.070541122
243.000000000,0.070713333
244.000000000,0.071007140
245.000000000,0.070812262
246.000000000,0.070969118
247.000000000,0.070908768
248.000000000,0.070752686
249.000000000,0.070513066
250.000000000,0.070166861
251.000000000,0.069548802
252.000000000,0.062213678
